customerID,churn_probability,risk_segment,MonthlyCharges,TotalCharges,Churn
2434-EEVDB,0.05619354,Low Risk,94.6,5948.7,No
6762-QVYJO,0.078982055,Low Risk,59.75,3624.35,No
6199-IWKGC,0.68392676,High Risk,100.25,4753.85,No
2675-DHUTR,0.539209,High Risk,98.9,5780.7,No
8152-VETUR,0.06337584,Low Risk,97.7,6869.7,No
9667-EQRXU,0.3983625,Medium Risk,40.3,1172.95,Yes
7446-YPODE,0.30892175,Medium Risk,60.25,662.95,No
9522-BNTHX,0.44457233,Medium Risk,56.25,1765.95,No
4676-WLUHT,0.060688674,Low Risk,46.2,2431.95,No
3329-WDIOK,0.44075444,Medium Risk,50.6,155.35,Yes
7980-MHFLQ,0.04948925,Low Risk,24.9,1859.2,No
2873-ZLIWT,0.33883554,Medium Risk,84.85,3303.05,Yes
3415-TAILE,0.41790512,Medium Risk,65.7,134.35,Yes
0757-WCUUZ,0.0755918,Low Risk,63.35,3409.1,No
1629-DQQVB,0.24097961,Low Risk,50.1,709.5,No
1915-IOFGU,0.5092541,High Risk,70.5,70.5,Yes
3045-XETSH,0.45199373,Medium Risk,94.85,953.45,Yes
0374-AACSZ,0.28457287,Low Risk,50.15,50.15,No
7239-HZZCX,0.4145267,Medium Risk,19.75,19.75,Yes
4872-VXRIL,0.12967128,Low Risk,64.65,3665.55,No
9140-CZQZZ,0.041838884,Low Risk,79.6,5515.8,No
3423-HHXAO,0.22474916,Low Risk,19.5,272.0,No
9938-TKDGL,0.034238964,Low Risk,99.55,6668.0,No
0531-ZZJWQ,0.4299039,Medium Risk,74.0,4052.4,No
6537-QLGEX,0.24232368,Low Risk,38.9,664.4,No
2688-BHGOG,0.5108956,High Risk,79.55,718.55,No
7683-CBDKJ,0.23656873,Low Risk,65.45,937.6,Yes
0946-CLJTI,0.60108733,High Risk,98.7,5812.6,Yes
3160-TYXLT,0.20190887,Low Risk,46.3,2546.85,No
1325-USMEC,0.047178335,Low Risk,99.35,6944.5,No
0916-QOFDP,0.55647826,High Risk,95.8,1346.3,No
0628-CNQRM,0.19374979,Low Risk,67.5,1544.05,Yes
5606-AMZBO,0.3513555,Medium Risk,78.15,765.15,No
6199-IPCAO,0.038330305,Low Risk,26.1,692.55,No
7665-TOALD,0.5495367,High Risk,69.6,69.6,Yes
0112-QWPNC,0.31550223,Medium Risk,84.35,4059.35,Yes
0324-BRPCJ,0.47689322,Medium Risk,100.2,6851.65,Yes
2777-PHDEI,0.5213505,High Risk,78.05,78.05,Yes
5640-CAXOA,0.22809584,Low Risk,40.35,1187.05,No
2235-EZAIK,0.045108277,Low Risk,79.2,5401.9,No
3847-BAERP,0.3908751,Medium Risk,20.9,247.0,No
1196-AMORA,0.5248603,High Risk,73.6,520.0,Yes
4282-YMKNA,0.4810321,Medium Risk,74.75,706.6,Yes
1453-RZFON,0.2373961,Low Risk,49.9,49.9,No
8263-OKETD,0.25644362,Low Risk,68.9,1370.35,No
0670-KDOMA,0.3900282,Medium Risk,20.25,20.25,No
2476-YGEFM,0.36930948,Medium Risk,76.0,2215.25,No
8687-BAFGU,0.3942708,Medium Risk,74.0,74.0,No
0641-EVBOJ,0.236895,Low Risk,82.3,214.4,No
0829-XXPLX,0.23364556,Low Risk,89.4,1871.15,No
9974-JFBHQ,0.31760886,Medium Risk,99.15,6171.2,No
5356-RHIPP,0.4113557,Medium Risk,20.2,20.2,Yes
6624-JDRDS,0.37255394,Medium Risk,29.45,161.45,No
0608-JDVEC,0.03423691,Low Risk,19.8,1013.2,No
9780-FKVVF,0.2945975,Low Risk,59.15,336.7,No
1919-RTPQD,0.43942136,Medium Risk,44.75,333.65,No
5214-NLTIT,0.08024541,Low Risk,90.8,6511.8,No
3345-PBBFH,0.3572148,Medium Risk,49.55,393.45,No
5055-BRMNE,0.055444412,Low Risk,106.7,7009.5,No
9189-JWSHV,0.5191524,High Risk,93.55,2264.05,Yes
2190-PHBHR,0.042091485,Low Risk,94.45,6921.7,No
2650-GYRYL,0.22630371,Low Risk,19.45,600.25,No
0746-JTRFU,0.4495072,Medium Risk,25.05,56.35,Yes
5208-FVQKB,0.0283998,Low Risk,67.95,4664.15,No
7184-LRUUR,0.20420581,Low Risk,65.25,1441.8,No
6627-CFOSN,0.20509663,Low Risk,99.45,5623.7,No
3982-JGSFD,0.20519933,Low Risk,20.35,695.85,No
1574-DYCWE,0.031463273,Low Risk,19.95,1028.75,No
7247-XOZPB,0.25416788,Low Risk,77.4,4155.95,No
2466-FCCPT,0.2536534,Low Risk,19.7,395.6,No
6211-WWLTF,0.060042888,Low Risk,99.7,6330.4,No
4826-TZEVA,0.3060256,Medium Risk,74.8,2971.7,No
6016-NXBNJ,0.18470015,Low Risk,19.15,638.0,No
9138-EFSMO,0.36280522,Medium Risk,78.95,2034.25,No
0576-WNXXC,0.46097878,Medium Risk,95.55,2510.2,Yes
4632-XJMEX,0.20292081,Low Risk,62.85,3419.5,No
8910-LEDAG,0.3850237,Medium Risk,71.55,2427.35,No
3452-GWUIN,0.55647826,High Risk,94.95,1760.25,No
2716-GFZOR,0.20004685,Low Risk,86.1,3551.65,No
3724-UCSHY,0.3437812,Medium Risk,19.55,122.9,No
8626-XHBIE,0.03904289,Low Risk,24.8,1424.2,No
4628-CTTLA,0.43423823,Medium Risk,39.3,2111.45,Yes
3192-LNKRK,0.40110832,Medium Risk,84.05,2909.95,No
4439-YRNVD,0.37690815,Medium Risk,36.25,374.0,No
2876-VBBBL,0.3900282,Medium Risk,20.25,20.25,Yes
6834-NXDCA,0.4100913,Medium Risk,23.9,300.8,Yes
2208-UGTGR,0.5248476,High Risk,98.6,5581.05,No
3005-TYFRD,0.36860928,Medium Risk,103.65,5676.65,No
8670-MEFCP,0.03098494,Low Risk,92.9,3379.25,No
3079-BCHLN,0.2300545,Low Risk,19.9,942.95,No
7777-UNYHB,0.3666635,Medium Risk,20.1,232.4,No
5597-GLBUC,0.5318726,High Risk,85.45,85.45,Yes
7278-CKDNC,0.50336677,High Risk,80.5,2088.45,No
2748-MYRVK,0.34771502,Medium Risk,99.9,6137.0,Yes
8450-UYIBU,0.36273178,Medium Risk,39.85,1434.6,No
2969-VAPYH,0.17156398,Low Risk,60.5,3870.0,No
4822-YCXMX,0.5220451,High Risk,84.8,2043.45,Yes
7181-OQCUT,0.28137594,Low Risk,103.85,2215.0,No
8474-UMLNT,0.25619683,Low Risk,67.8,842.25,No
9821-POOTN,0.47530195,Medium Risk,75.2,2576.2,Yes
3836-FZSDJ,0.11204938,Low Risk,24.85,1901.0,No
9142-XMYJH,0.42437187,Medium Risk,19.35,601.6,No
6559-ILWKJ,0.08344826,Low Risk,49.35,3515.25,Yes
0187-QSXOE,0.5442655,High Risk,89.0,605.45,No
7733-UDMTP,0.46275052,Medium Risk,55.0,3094.05,No
2649-HWLYB,0.07073698,Low Risk,76.15,4929.55,No
5214-CHIWJ,0.31913155,Medium Risk,20.3,595.05,No
4229-CZMLL,0.49757093,Medium Risk,74.9,469.8,Yes
6904-JLBGY,0.03535142,Low Risk,117.35,8436.25,No
2465-BLLEU,0.4113557,Medium Risk,19.75,19.75,No
1685-VAYJF,0.4300774,Medium Risk,45.2,492.0,No
8874-EJNSR,0.037682123,Low Risk,25.2,987.95,No
6917-YACBP,0.25171733,Low Risk,89.75,5496.9,No
5049-MUBWG,0.3286696,Medium Risk,75.0,1908.35,No
4223-WOZCM,0.34666818,Medium Risk,49.95,107.1,No
0769-MURVM,0.031807713,Low Risk,65.7,4575.35,No
9253-VIFJQ,0.23525754,Low Risk,67.05,4309.55,No
7030-FZTFM,0.06474327,Low Risk,110.9,7922.75,No
9741-YLNTD,0.40647614,Medium Risk,87.95,522.35,No
5917-RYRMG,0.25804606,Low Risk,19.8,587.7,No
5120-ZBLAI,0.31817654,Medium Risk,75.7,3876.2,No
1194-BHJYC,0.04751683,Low Risk,62.15,3778.85,No
3663-MITLP,0.4552212,Medium Risk,101.25,1457.25,Yes
0906-QVPMS,0.053793006,Low Risk,115.15,8349.45,No
9025-ZRPVR,0.35114112,Medium Risk,18.95,185.6,Yes
1905-OEILC,0.40633905,Medium Risk,19.5,19.5,No
7858-GTZSP,0.51010895,High Risk,86.55,1066.9,No
3285-UCQVC,0.2453765,Low Risk,28.6,973.55,Yes
6248-BSHKG,0.20541273,Low Risk,20.4,1226.45,No
4685-TFLLS,0.25170532,Low Risk,19.8,342.3,No
3470-BTGQO,0.3115389,Medium Risk,45.65,985.05,No
1209-VFFOC,0.06865916,Low Risk,56.4,3948.45,No
8224-DWCKX,0.54974425,High Risk,73.3,828.05,No
5482-PLVPE,0.48296002,Medium Risk,24.35,41.85,Yes
4553-DVPZG,0.49544778,Medium Risk,101.35,6164.7,No
4902-OHLSK,0.42790398,Medium Risk,98.65,2862.75,Yes
6917-IAYHD,0.37996006,Medium Risk,33.6,33.6,No
0495-ZBNGW,0.49996632,Medium Risk,79.9,343.95,Yes
8620-RJPZN,0.42586792,Medium Risk,20.7,20.7,No
7572-KPVKK,0.08106845,Low Risk,104.05,6590.5,No
2642-MAWLJ,0.04070429,Low Risk,20.25,717.95,No
2357-COQEK,0.39015952,Medium Risk,103.3,2890.65,Yes
7103-ZGVNT,0.24763793,Low Risk,73.7,4885.85,No
3737-GCSPV,0.30295408,Medium Risk,96.2,1222.05,Yes
2027-WKXMW,0.44832772,Medium Risk,108.75,6871.7,No
7137-NAXML,0.25385326,Low Risk,20.15,405.6,No
2428-ZMCTB,0.37535435,Medium Risk,19.75,208.25,No
2961-VNFKL,0.03608124,Low Risk,25.95,1801.9,No
1768-HNVGJ,0.23689678,Low Risk,70.05,3062.45,No
6963-KQYQB,0.11299503,Low Risk,24.05,1764.75,No
5934-RMPOV,0.4953292,Medium Risk,84.75,1816.75,No
1207-BLKSA,0.050481867,Low Risk,23.05,1255.1,No
4088-YLDSU,0.2738071,Low Risk,104.15,5743.05,Yes
8316-BBQAY,0.0502758,Low Risk,59.95,3921.1,No
1166-PQLGG,0.074322455,Low Risk,19.55,1463.45,No
3146-JTQHR,0.23873939,Low Risk,19.6,189.45,No
4291-YZODP,0.35633883,Medium Risk,20.05,96.8,No
4395-PZMSN,0.44500634,Medium Risk,85.55,408.5,No
6427-FEFIG,0.06692542,Low Risk,78.6,1846.65,No
0017-IUDMW,0.03541072,Low Risk,116.8,8456.75,No
8706-HRADD,0.18857971,Low Risk,43.55,1011.5,No
9955-QOPOY,0.26274046,Low Risk,60.8,4263.4,No
4385-ZKVNW,0.30302942,Medium Risk,54.9,2549.1,No
5446-DKWYW,0.23715453,Low Risk,65.2,3965.05,No
2034-CGRHZ,0.41952044,Medium Risk,102.95,2496.7,Yes
5797-APWZC,0.5478687,High Risk,90.6,90.6,Yes
3683-QKIUE,0.2698953,Low Risk,50.8,288.05,Yes
4228-ZGYUW,0.45709926,Medium Risk,90.05,368.1,Yes
9031-ZVQPT,0.042937532,Low Risk,108.2,7840.6,No
2990-IAJSV,0.05755045,Low Risk,92.0,6632.75,No
8107-KNCIM,0.49757093,Medium Risk,75.1,1013.35,No
9027-YFHQJ,0.40009043,Medium Risk,25.05,152.95,No
5176-LDKUH,0.52697915,High Risk,75.15,3772.65,No
4644-OBGFZ,0.23634787,Low Risk,19.5,1026.35,No
7926-IJOOU,0.45399395,Medium Risk,19.3,19.3,No
6480-YAGIY,0.2014187,Low Risk,112.2,5031.85,No
4029-HPFVY,0.47868717,Medium Risk,70.3,220.4,No
7602-DBTOU,0.03227965,Low Risk,19.6,1416.5,No
5345-BMKWB,0.29870138,Low Risk,20.25,158.35,No
3519-ZKXGG,0.47620162,Medium Risk,75.85,256.6,Yes
5457-COLHT,0.048140276,Low Risk,80.65,5542.55,No
6416-TVAIH,0.5869429,High Risk,68.5,68.5,Yes
5451-YHYPW,0.035729773,Low Risk,115.75,8443.7,No
5108-ADXWO,0.2884931,Low Risk,73.5,791.75,Yes
7998-WNZEM,0.051307783,Low Risk,80.6,5708.2,No
3066-RRJIO,0.4976609,Medium Risk,69.95,69.95,Yes
4664-NJCMS,0.05631153,Low Risk,59.55,2016.3,No
0307-BCOPK,0.24039945,Low Risk,19.05,326.65,No
7629-WFGLW,0.21660353,Low Risk,95.65,5471.75,No
2542-HYGIQ,0.44228017,Medium Risk,19.95,19.95,No
6715-OFDBP,0.42633915,Medium Risk,70.05,346.4,Yes
5016-LIPDW,0.23634787,Low Risk,19.4,1061.6,No
6481-LXPWL,0.2545828,Low Risk,36.1,1971.5,No
1567-DSCIC,0.48747373,Medium Risk,94.0,773.65,Yes
2150-UWTFY,0.17359984,Low Risk,61.15,1422.05,Yes
6124-ACRHJ,0.40633905,Medium Risk,19.75,19.75,No
9362-MWODR,0.26383016,Low Risk,64.1,2460.35,No
9975-GPKZU,0.043173987,Low Risk,19.75,856.5,No
9625-RZFUK,0.052003834,Low Risk,19.7,1275.85,No
5153-LXKDT,0.035730407,Low Risk,110.2,7467.5,No
5161-UBZXI,0.03136504,Low Risk,106.35,7261.75,No
1020-JPQOW,0.37466276,Medium Risk,90.55,5116.6,No
7919-ZODZZ,0.30773774,Medium Risk,65.9,660.05,No
0565-JUPYD,0.283861,Low Risk,104.5,6590.8,No
6867-ACCZI,0.025663149,Low Risk,52.5,1208.15,No
5939-XAIXZ,0.3120715,Medium Risk,56.1,1033.9,No
9054-FOWNV,0.49234074,Medium Risk,88.75,1885.15,No
2683-BPJSO,0.24005207,Low Risk,84.45,2467.1,Yes
2157-MXBJS,0.43879983,Medium Risk,75.3,989.45,Yes
8207-VVMYB,0.102051795,Low Risk,26.0,2006.95,No
9732-EQMWY,0.6313654,High Risk,99.4,5025.0,No
9360-AHGNL,0.30355126,Medium Risk,109.55,4830.25,Yes
1087-UDSIH,0.3481833,Medium Risk,19.6,59.75,Yes
5269-NRGDP,0.4419661,Medium Risk,73.15,3088.25,No
6195-MELTI,0.15729271,Low Risk,54.65,3134.7,No
5485-WUYWF,0.3287044,Medium Risk,66.4,94.55,Yes
2121-JAFOM,0.0340257,Low Risk,115.55,8312.4,No
8818-DOPVL,0.51088816,High Risk,104.45,4863.85,No
2632-UCGVD,0.5431011,High Risk,100.05,6871.9,Yes
5445-PZWGX,0.25074065,Low Risk,102.0,6529.25,Yes
1227-UDMZR,0.031918548,Low Risk,91.15,6637.9,No
5198-HQAEN,0.3734277,Medium Risk,89.7,3165.6,No
9170-CCKOU,0.31809852,Medium Risk,90.2,1454.15,Yes
2167-FQSTQ,0.023004813,Low Risk,92.4,6786.1,No
2819-GWENI,0.23605548,Low Risk,19.9,543.0,No
1043-YCUTE,0.058646534,Low Risk,25.15,1327.15,Yes
3814-MLAXC,0.2654548,Low Risk,79.85,2404.15,Yes
3572-UUHRS,0.20925789,Low Risk,18.85,867.3,No
2692-PFYTJ,0.3846757,Medium Risk,25.75,25.75,No
1226-UDFZR,0.32251927,Medium Risk,49.6,114.7,Yes
5955-EPOAZ,0.3354849,Medium Risk,20.95,109.5,No
6821-JPCDC,0.32347715,Medium Risk,97.05,4692.95,No
8815-LMFLX,0.32174006,Medium Risk,25.4,546.85,No
9135-HSWOC,0.041907188,Low Risk,19.7,1274.05,No
8582-KRHPJ,0.15764813,Low Risk,35.0,1782.4,No
5811-IWXYM,0.31912896,Medium Risk,101.25,5301.1,No
7044-YAACC,0.53174275,High Risk,70.2,280.35,No
8189-XRIKE,0.48406097,Medium Risk,90.95,2897.95,No
1506-YJTYT,0.04389949,Low Risk,73.85,3371.0,No
4123-DVHPH,0.2893411,Low Risk,88.05,801.3,No
6425-YQLLO,0.31911463,Medium Risk,105.95,6975.25,Yes
5442-UTCVD,0.4695465,Medium Risk,91.85,257.05,Yes
2228-BZDEE,0.03563013,Low Risk,20.1,1079.45,No
7734-DBOAI,0.38834545,Medium Risk,40.1,40.1,Yes
2789-CZANW,0.03873823,Low Risk,110.3,6997.3,No
2091-RFFBA,0.46265882,Medium Risk,73.9,2217.15,Yes
2114-MGINA,0.47088706,Medium Risk,89.8,1129.1,Yes
7596-LDUXP,0.23457885,Low Risk,85.15,979.05,No
3740-RLMVT,0.123555474,Low Risk,60.95,4119.4,No
4489-SNOJF,0.3215507,Medium Risk,72.25,2568.55,Yes
2192-OZITF,0.034145154,Low Risk,73.55,3349.1,No
5651-CPDND,0.34830377,Medium Risk,46.0,492.1,No
2186-QZEYA,0.17042112,Low Risk,58.55,1718.95,No
1131-ALZWV,0.28651047,Low Risk,24.6,605.25,No
7729-XBTWX,0.03692324,Low Risk,19.75,1344.5,No
9134-WYRVP,0.2708813,Low Risk,86.35,4267.15,No
3284-SVCRO,0.03986349,Low Risk,25.5,1121.05,No
9732-OUYRN,0.23336336,Low Risk,19.0,918.7,No
0559-CKHUS,0.028434077,Low Risk,19.55,521.8,No
2931-SVLTV,0.2567408,Low Risk,110.1,4469.1,No
6899-PPEEA,0.54360044,High Risk,96.55,3580.3,Yes
7504-UWHNB,0.5369138,High Risk,69.75,1729.35,No
2582-FFFZR,0.4532849,Medium Risk,50.6,1073.3,No
8908-NMQTX,0.030026281,Low Risk,65.6,4566.5,No
2187-LZGPL,0.42567474,Medium Risk,40.1,293.3,Yes
1431-AIDJQ,0.044123493,Low Risk,82.1,2603.1,No
6288-LBEAR,0.26283187,Low Risk,79.1,1783.75,No
4597-NUCQV,0.49397114,Medium Risk,101.25,2440.15,Yes
9019-QVLZD,0.5213505,High Risk,79.55,79.55,Yes
8413-YNHNV,0.03566155,Low Risk,90.65,6322.1,No
5808-TOTXO,0.20264253,Low Risk,20.55,57.4,No
4369-NYSCF,0.20259312,Low Risk,75.75,4284.65,No
6333-YDVLT,0.3290663,Medium Risk,110.0,7138.65,No
5324-KTGCG,0.22511664,Low Risk,20.85,1539.75,No
5599-HVLTW,0.46998385,Medium Risk,80.35,1058.1,No
7394-LWLYN,0.5103967,High Risk,70.15,123.8,No
3707-LRWZD,0.48671913,Medium Risk,84.05,2781.85,Yes
6873-UDNLD,0.24637102,Low Risk,67.45,2731.0,No
2700-LUEVA,0.45399395,Medium Risk,20.75,20.75,No
1455-ESIQH,0.63463116,High Risk,89.1,89.1,Yes
0958-YHXGP,0.45845535,Medium Risk,69.9,497.3,No
1101-SSWAG,0.3854455,Medium Risk,51.1,711.15,No
2979-SXESE,0.27373332,Low Risk,94.4,1607.2,Yes
4013-TLDHQ,0.39759144,Medium Risk,78.25,1490.95,Yes
5743-KHMNA,0.15511729,Low Risk,25.55,1898.1,No
4194-FJARJ,0.05062507,Low Risk,60.0,3273.95,No
5325-UWTWJ,0.2522716,Low Risk,90.55,2929.75,No
3969-GYXEL,0.26162532,Low Risk,76.4,838.7,No
9208-OLGAQ,0.40459606,Medium Risk,84.95,1443.65,No
3244-CQPHU,0.032605775,Low Risk,110.1,7746.7,No
2674-MLXMN,0.33682036,Medium Risk,99.65,6951.15,No
9708-HPXWZ,0.48213628,Medium Risk,45.4,214.75,No
6992-TKNYO,0.28176913,Low Risk,69.0,2669.45,No
4468-YDOVK,0.2873036,Low Risk,48.65,235.2,No
3754-DXMRT,0.4260746,Medium Risk,44.15,92.65,Yes
5792-JALQC,0.058002222,Low Risk,59.85,3103.25,No
7130-VTEWQ,0.4810321,Medium Risk,75.75,606.25,Yes
2200-DSAAL,0.057626,Low Risk,80.65,5330.2,No
4302-ZYFEL,0.18999983,Low Risk,20.55,1403.1,No
9351-LZYGF,0.18037498,Low Risk,66.4,2727.8,No
4366-CTOUZ,0.02701356,Low Risk,100.2,5038.45,No
6121-VZNQB,0.3900282,Medium Risk,19.1,19.1,Yes
7903-CMPEY,0.3787664,Medium Risk,80.3,80.3,Yes
1518-OMDIK,0.22124499,Low Risk,44.55,1462.6,No
6671-NGWON,0.36732426,Medium Risk,20.35,150.6,No
0595-ITUDF,0.30018952,Medium Risk,91.8,5960.5,No
6996-KNSML,0.47081706,Medium Risk,74.9,74.9,Yes
1955-IBMMB,0.044595525,Low Risk,20.2,1192.3,No
0096-BXERS,0.41162342,Medium Risk,50.35,314.55,No
3806-YAZOV,0.38980746,Medium Risk,18.8,56.0,No
7998-ZLXWN,0.4267087,Medium Risk,20.45,330.8,No
6253-WRFHY,0.51942265,High Risk,64.75,877.35,No
9133-AYJZG,0.42281163,Medium Risk,98.7,2249.1,No
2675-OTVVJ,0.29357147,Low Risk,89.45,2807.65,No
8680-CGLTP,0.23334414,Low Risk,58.75,1696.2,No
8430-TWCBX,0.23046447,Low Risk,20.7,1032.05,No
5018-GWURO,0.5739979,High Risk,85.6,4902.8,No
6741-QRLUP,0.031656552,Low Risk,80.3,4995.35,No
4737-HOBAX,0.08857993,Low Risk,79.8,5034.05,No
0537-QYZZN,0.27343974,Low Risk,79.85,1857.75,No
3340-QBBFM,0.23159914,Low Risk,54.1,1992.85,No
1704-NRWYE,0.5240022,High Risk,80.85,751.65,Yes
2592-SEIFQ,0.49950138,Medium Risk,24.75,66.95,Yes
8200-KLNYW,0.2018077,Low Risk,80.9,1714.95,No
3372-CDXFJ,0.2471421,Low Risk,24.5,343.6,No
4781-ZXYGU,0.444273,Medium Risk,20.15,20.15,No
7632-YUTXB,0.1888514,Low Risk,20.05,520.1,No
2718-YSKCS,0.036352977,Low Risk,19.6,1387.45,No
9896-UYMIE,0.26379013,Low Risk,114.3,7383.7,No
0853-NWIFK,0.20149869,Low Risk,100.3,4483.95,No
8212-CRQXP,0.4698362,Medium Risk,80.0,1706.45,No
6980-CDGFC,0.24166603,Low Risk,20.85,1327.4,No
7691-XVTZH,0.067270085,Low Risk,89.95,5974.3,No
7481-ATQQS,0.33972606,Medium Risk,90.85,4515.85,Yes
2277-VWCNI,0.37122938,Medium Risk,48.75,179.85,No
1088-CNNKB,0.26452458,Low Risk,80.0,5040.2,No
8642-GVWRF,0.4142778,Medium Risk,79.7,165.0,Yes
1930-BZLHI,0.172761,Low Risk,20.35,422.7,No
3400-ESFUW,0.044670347,Low Risk,57.55,3046.4,Yes
5868-YTYKS,0.4113557,Medium Risk,20.25,20.25,No
3525-DVKFN,0.04193404,Low Risk,19.4,358.05,No
1482-OXZSY,0.29128432,Low Risk,100.4,2936.25,No
0377-JBKKT,0.16289105,Low Risk,57.95,1271.8,No
5778-BVOFB,0.31928647,Medium Risk,59.5,530.05,No
3373-YZZYM,0.4145267,Medium Risk,19.2,19.2,No
2057-ZBLPD,0.4953292,Medium Risk,86.5,1808.7,Yes
0228-MAUWC,0.30347624,Medium Risk,59.55,1144.6,No
5502-RLUYV,0.59690773,High Risk,103.95,7446.9,Yes
0023-HGHWL,0.50618106,High Risk,25.1,25.1,Yes
7663-YJHSN,0.034277458,Low Risk,103.95,7556.9,No
4915-BFSXL,0.07505966,Low Risk,68.95,4858.7,No
3086-RUCRN,0.2063993,Low Risk,103.1,6595.0,No
5215-LNLDJ,0.43794748,Medium Risk,24.7,149.05,No
7576-JMYWV,0.3079181,Medium Risk,110.2,4972.1,No
9039-RBEEE,0.24581955,Low Risk,48.95,1880.85,Yes
0257-KXZGU,0.22303021,Low Risk,62.45,2045.55,No
1307-ATKGB,0.390768,Medium Risk,89.55,2187.15,No
8417-FMLZI,0.43283996,Medium Risk,83.55,477.55,Yes
3714-XPXBW,0.2198119,Low Risk,78.9,2976.95,No
1850-AKQEP,0.30662,Medium Risk,20.35,178.7,No
2824-DXNKN,0.051623434,Low Risk,71.45,5025.85,No
5227-JSCFE,0.056717645,Low Risk,46.35,3353.4,No
0848-ZGQIJ,0.42534792,Medium Risk,94.65,1461.15,No
3621-CHYVB,0.24779956,Low Risk,49.9,2782.4,No
8042-RNLKO,0.32634163,Medium Risk,25.45,1699.15,No
1792-UXAFY,0.4305366,Medium Risk,89.15,1496.9,Yes
5372-FBKBN,0.34238863,Medium Risk,20.75,452.2,No
0420-TXVSG,0.03884787,Low Risk,66.1,4428.45,No
6217-TOWGS,0.36669183,Medium Risk,75.4,1322.55,No
0515-YPMCW,0.5394812,High Risk,70.45,70.45,Yes
0378-XSZPU,0.118772514,Low Risk,60.3,3563.8,Yes
1045-LTCYT,0.4143163,Medium Risk,21.05,139.75,No
1544-JJMYL,0.2632805,Low Risk,69.35,1927.3,No
4636-JGAAI,0.41799968,Medium Risk,88.85,3000.25,No
6874-SGLHU,0.32669556,Medium Risk,97.0,3021.3,No
5951-AOFIH,0.18181865,Low Risk,66.4,2245.4,No
4729-XKASR,0.4723278,Medium Risk,24.75,24.75,Yes
3059-NGMXB,0.23666559,Low Risk,69.2,944.65,No
8652-YHIYU,0.19543171,Low Risk,79.5,1264.2,No
5278-PNYOX,0.038885232,Low Risk,100.65,4917.75,No
5449-FIBXJ,0.4467431,Medium Risk,103.3,2012.7,Yes
3486-HOOGQ,0.10974273,Low Risk,79.7,5743.3,No
5061-PBXFW,0.17957845,Low Risk,61.4,1864.65,No
8630-FJLIB,0.49954623,Medium Risk,69.8,1221.65,No
3891-NLXJB,0.021680644,Low Risk,40.55,1390.85,No
4749-OJKQU,0.4810321,Medium Risk,75.65,302.35,No
0577-WHMEV,0.22303621,Low Risk,90.7,1374.9,No
5453-AXEPF,0.4440905,Medium Risk,80.5,1336.9,No
3639-XJHKQ,0.22344245,Low Risk,60.6,1297.8,No
3716-LRGXK,0.10994411,Low Risk,101.15,6067.4,No
2263-SFSQZ,0.036385782,Low Risk,24.95,1222.25,No
9950-MTGYX,0.031447932,Low Risk,20.3,487.95,No
3397-AVTKU,0.05498388,Low Risk,60.0,2548.55,No
4825-FUREZ,0.042774305,Low Risk,20.25,835.5,No
9837-BMCLM,0.5356686,High Risk,78.5,242.05,Yes
2672-OJQZP,0.35310364,Medium Risk,44.75,44.75,No
0137-UDEUO,0.38980746,Medium Risk,19.85,63.75,Yes
3134-DSHVC,0.049152948,Low Risk,98.0,6218.45,No
6161-UUUTA,0.5356686,High Risk,79.9,260.9,Yes
7821-DPRQE,0.31013182,Medium Risk,107.7,7320.9,No
6543-XRMYR,0.48794687,Medium Risk,99.7,2967.35,Yes
2001-EWBQU,0.069554366,Low Risk,104.7,6333.8,No
4925-LMHOK,0.31055805,Medium Risk,58.6,939.7,Yes
1608-GMEWB,0.45042455,Medium Risk,93.9,4200.25,No
6695-AMZUF,0.0320722,Low Risk,86.45,5950.2,No
1455-UGQVH,0.53788126,High Risk,98.5,1037.75,Yes
8410-BGQXN,0.3771396,Medium Risk,19.4,93.4,No
8280-MQRQN,0.36762607,Medium Risk,50.45,50.45,Yes
1619-YWUBB,0.03482051,Low Risk,24.95,1614.9,No
7611-YKYTC,0.26082483,Low Risk,75.0,1573.95,No
2037-SGXHH,0.5167855,High Risk,94.65,3624.3,Yes
3178-FESZO,0.62422836,High Risk,100.25,100.25,Yes
0365-GXEZS,0.3669765,Medium Risk,78.2,1468.75,No
0082-OQIQY,0.3689084,Medium Risk,94.2,2607.6,No
6087-MVHJH,0.45570686,Medium Risk,88.45,1422.1,Yes
4603-JANFB,0.5869429,High Risk,69.85,69.85,Yes
3018-TFTSU,0.3034826,Medium Risk,81.7,858.6,Yes
3606-SBKRY,0.5942767,High Risk,50.05,1523.4,No
4806-KEXQR,0.5108956,High Risk,79.9,324.3,Yes
0667-NSRGI,0.25636256,Low Risk,69.55,3435.6,No
7083-YNSKY,0.40925428,Medium Risk,25.4,399.6,Yes
6893-ODYYE,0.14867042,Low Risk,90.1,4549.45,No
8242-JSVBO,0.39741534,Medium Risk,44.65,322.5,No
2479-BRAMR,0.29122677,Low Risk,83.75,3273.55,Yes
9541-ZPSEA,0.06591479,Low Risk,80.35,5375.15,No
2665-NPTGL,0.39867005,Medium Risk,98.1,2510.7,No
1139-WUOAH,0.11025792,Low Risk,53.35,3090.05,No
4693-VWVBO,0.38573146,Medium Risk,19.55,61.05,No
7434-SHXLS,0.40633905,Medium Risk,20.9,20.9,Yes
6937-GCDGQ,0.1746891,Low Risk,48.95,955.6,No
