customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_charges_per_tenure,charge_difference,total_services,has_online_services,has_streaming,contract_score,payment_risk_score,customer_value_score,loyalty_score
5976-JCJRH,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,738.2,Yes,0-12,67.10909090909091,-3.190909090909088,1,0,0,0,3,24.29,0.05555555555555556
8198-RKSZG,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,No,13-24,75.80333333333333,-4.646666666666675,6,1,1,0,0,29.535,0.37777777777777777
0137-OCGAB,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,Yes,0-12,40.1,-40.1,3,1,0,0,1,24.96,0.20555555555555557
3351-NQLDI,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45,Yes,61-72,93.25661764705882,-1.0933823529411768,5,1,1,1,0,49.605,0.8222222222222222
9297-EONCV,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,No,61-72,91.74246575342465,0.39246575342465917,8,1,1,2,0,51.004999999999995,1.0
7593-JNWRU,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,Yes,0-12,37.25714285714286,-7.342857142857142,1,0,0,0,0,15.379999999999999,0.3333333333333333
4588-YBNIB,Female,0,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,0-12,9.8,-9.8,1,0,0,0,1,6.38,0.20555555555555557
1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Electronic check,19.9,505.45,No,25-48,19.440384615384616,-0.45961538461538254,1,0,0,1,3,13.869999999999997,0.28888888888888886
3336-JORSO,Female,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.45,3655.45,Yes,25-48,107.51323529411764,-2.936764705882368,7,1,1,0,3,44.434999999999995,0.18333333333333335
7799-DSEWS,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,No,13-24,68.41052631578947,0.06052631578947398,5,1,1,0,3,26.904999999999998,0.1
8766-PAFNE,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No,61-72,77.28958333333334,-1.8104166666666544,6,1,1,2,0,46.63,0.9944444444444445
5315-CKEQK,Male,1,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1381.8,No,25-48,47.648275862068964,-3.3517241379310363,2,0,0,1,3,24.299999999999997,0.3055555555555556
3130-ICDUP,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,0-12,62.699999999999996,-17.85,3,1,0,0,0,25.365000000000002,0.3111111111111111
0820-FNRNX,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,No,13-24,59.83611111111111,-6.863888888888894,5,1,0,0,1,26.11,0.29444444444444445
0880-FVFWF,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,No,49-60,86.3578947368421,-0.0421052631579073,4,1,0,0,3,43.519999999999996,0.3111111111111111
4611-ANLQC,Female,0,Yes,No,60,No,No_phone_service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5,No,49-60,47.72950819672131,-2.320491803278685,4,1,1,1,3,34.015,0.4833333333333334
4213-HKBJO,Female,0,No,No,33,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Credit card (automatic),25.7,826.1,No,25-48,24.29705882352941,-1.4029411764705877,2,0,0,2,0,18.409999999999997,0.7833333333333333
2792-LSHWX,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,No,0-12,41.7,-41.7,4,1,0,0,1,26.12,0.20555555555555557
5028-GZLDO,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes,0-12,46.9,-23.800000000000004,1,0,0,0,0,22.01,0.3111111111111111
0014-BMAQU,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.65,5377.8,No,61-72,84.028125,-0.6218750000000028,4,1,0,2,0,45.495,0.95
6861-XWTWQ,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,Yes,0-12,83.18125,-16.068749999999994,5,1,1,0,3,32.875,0.03888888888888889
9018-PCIOK,Female,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.1,No,49-60,64.59107142857142,-0.15892857142857508,4,1,1,2,1,37.12499999999999,0.8055555555555556
4837-QUSFT,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.15,6643.5,No,61-72,100.6590909090909,0.5090909090909008,6,1,1,1,0,50.94500000000001,0.8111111111111111
6877-TJMBR,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.8,84.8,Yes,0-12,42.4,-42.4,3,1,1,0,3,26.34,0.005555555555555556
9953-ZMKSM,Male,0,No,No,63,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Mailed check,25.25,1559.3,No,61-72,24.3640625,-0.8859375000000007,2,0,0,2,1,27.274999999999995,0.8500000000000001
0907-HQNTS,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,7987.6,No,61-72,112.50140845070423,-0.4985915492957673,8,1,1,2,0,56.9,0.9888888888888889
7665-NKLAV,Female,0,Yes,Yes,36,No,No_phone_service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,1547.35,No,25-48,41.82027027027027,1.1702702702702723,3,1,0,2,0,23.994999999999997,0.8
6769-DCQLI,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,5426.85,Yes,49-60,102.3933962264151,-2.6066037735848937,6,1,1,1,0,48.50000000000001,0.7388888888888889
2433-KMEAS,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.45,1127.35,Yes,13-24,49.01521739130435,-5.434782608695656,3,1,0,0,3,23.535000000000004,0.12222222222222223
4391-LNRXK,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8,No,13-24,93.16521739130435,-1.7847826086956502,5,1,1,0,0,36.085,0.4222222222222222
8250-ZNGGW,Female,1,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,287.85,No,0-12,47.975,-11.924999999999997,4,1,0,0,0,20.27,0.3277777777777778
2195-ZRVAX,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,4045.65,Yes,25-48,84.284375,-1.015625,3,1,1,0,3,40.29,0.2611111111111111
3550-SAHFP,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.35,2757.85,Yes,25-48,81.11323529411764,-2.2367647058823508,3,0,1,0,3,35.505,0.18333333333333335
2011-TRQYE,Male,0,No,No,18,No,No_phone_service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600.0,Yes,13-24,31.57894736842105,-1.9210526315789487,2,1,0,0,0,15.85,0.4
8562-GHPPI,Female,0,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Credit card (automatic),19.8,19.8,No,0-12,9.9,-9.9,1,0,0,0,0,6.44,0.3055555555555555
5893-PYOLZ,Male,0,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,No,49-60,79.55175438596491,-2.248245614035085,6,1,1,2,0,42.940000000000005,0.9111111111111112
4986-MXSFP,Female,0,No,No,2,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed check,20.0,40.9,No,0-12,13.633333333333333,-6.366666666666667,1,0,0,0,1,6.8,0.2111111111111111
6131-FOYAS,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,No,25-48,58.19166666666667,-1.4083333333333314,4,1,0,0,3,29.18,0.19444444444444445
3027-YNWZU,Female,0,Yes,No,64,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Credit card (automatic),25.0,1584.8,No,61-72,24.38153846153846,-0.6184615384615384,2,0,0,2,0,27.499999999999996,0.9555555555555555
5609-IMCGG,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,No,13-24,81.415625,-2.9343749999999886,4,1,0,0,0,30.604999999999997,0.3833333333333333
4873-ILOLJ,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,Yes,13-24,89.54,-0.8099999999999881,3,0,1,0,3,34.904999999999994,0.13333333333333333
4727-MCYZG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,55.55,No,0-12,27.775,-27.775,2,0,1,0,1,17.365,0.20555555555555557
9481-WHGWY,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75,No,61-72,76.58802816901408,1.2380281690140862,5,1,1,2,0,45.004999999999995,0.9888888888888889
2725-KXXWT,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes,0-12,45.375,-45.375,3,0,1,0,3,28.125,0.005555555555555556
9565-DJPIB,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,Yes,0-12,73.13,-16.47,4,1,1,0,1,28.88,0.22222222222222224
4328-VUFWD,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No,25-48,55.228750000000005,-4.071249999999992,3,1,1,1,3,30.29,0.3666666666666667
3301-LSLWQ,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No,25-48,63.73833333333334,-2.3616666666666575,4,1,1,0,3,29.33,0.16111111111111112
7473-ZBDSN,Female,0,Yes,Yes,14,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Mailed check,18.8,255.55,No,13-24,17.03666666666667,-1.7633333333333319,1,0,0,2,1,10.44,0.5777777777777777
3166-PNEOF,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5175.3,No,61-72,83.47258064516129,-2.977419354838716,7,1,1,2,0,46.035,0.9388888888888889
5639-NTUPK,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,No,13-24,47.903571428571425,-4.1964285714285765,2,1,0,0,0,19.929999999999996,0.37222222222222223
8780-YRMTT,Female,0,No,No,66,No,No_phone_service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,3177.25,No,61-72,47.42164179104478,0.021641791044778813,4,1,0,2,1,35.21999999999999,0.8666666666666667
8348-HFYIV,Male,0,No,No,2,No,No_phone_service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,90.35,Yes,0-12,30.116666666666664,-19.133333333333336,3,1,1,0,3,15.974999999999998,0.011111111111111112
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,No,49-60,109.29583333333333,0.1458333333333286,7,1,1,1,0,52.044999999999995,0.7777777777777777
6242-SGYTS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,No,61-72,91.93412698412699,-3.0158730158730123,5,1,1,1,0,48.285,0.7944444444444445
8166-ORCHU,Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,No,25-48,89.86764705882354,-3.682352941176461,5,1,1,1,3,39.165,0.33333333333333337
8414-OOEEL,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,5196.1,No,61-72,77.55373134328359,-1.9462686567164127,6,1,1,2,0,45.25,0.9666666666666668
8454-AATJP,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,8405.0,No,61-72,115.13698630136986,0.08698630136986196,8,1,1,2,0,58.114999999999995,1.0
6849-WLEYG,Male,0,No,Yes,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,19.75,19.75,Yes,0-12,9.875,-9.875,1,0,0,0,1,6.425,0.20555555555555557
4659-NZRUF,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes,13-24,89.4625,-5.6875,5,1,1,0,3,35.245000000000005,0.10555555555555557
4531-AUZNK,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.15,5000.05,No,49-60,96.1548076923077,1.0048076923076934,5,1,1,1,1,45.045,0.6333333333333333
4191-XOVOM,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No,61-72,104.89375,-0.5062500000000085,6,1,1,0,3,51.72,0.35000000000000003
2150-OEGBV,Male,0,No,No,27,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Bank transfer (automatic),20.1,562.6,No,25-48,20.092857142857145,-0.007142857142856229,1,0,0,1,0,14.529999999999998,0.6000000000000001
8429-XIBUM,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes,13-24,100.74347826086957,-0.6065217391304287,5,1,1,0,0,38.004999999999995,0.4222222222222222
1855-CFULU,Female,1,No,No,4,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,20.05,91.45,No,0-12,18.29,-1.7600000000000016,1,0,0,0,1,7.415,0.22222222222222224
4878-BUNFV,Male,0,Yes,Yes,42,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Mailed check,20.7,828.85,No,25-48,19.275581395348837,-1.4244186046511622,1,0,0,2,1,19.409999999999997,0.7333333333333334
1872-EBWSC,Female,0,No,No,29,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Mailed check,20.35,617.35,No,25-48,20.578333333333333,0.22833333333333172,1,0,0,1,1,15.204999999999998,0.5111111111111111
2608-BHKFN,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Yes,0-12,53.379999999999995,-16.67,1,0,0,0,0,22.414999999999996,0.3222222222222222
7026-YMSBE,Male,0,No,No,30,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Mailed check,19.7,625.05,No,25-48,20.16290322580645,0.4629032258064498,1,0,0,1,1,15.309999999999999,0.5166666666666666
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,Yes,0-12,60.279999999999994,-14.370000000000012,2,0,0,0,3,23.994999999999997,0.022222222222222223
6997-UVGOX,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,No,61-72,83.7486111111111,-1.7013888888889,7,1,1,2,0,48.735,0.9944444444444445
9674-EHPPG,Male,0,Yes,No,46,No,No_phone_service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,No,25-48,39.206382978723404,-1.1936170212765944,3,1,0,2,0,26.919999999999998,0.8555555555555556
9462-MJUAW,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,Yes,0-12,41.32,-9.079999999999998,2,0,0,0,1,16.72,0.22222222222222224
8128-YVJRG,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,Yes,0-12,75.5875,-4.0625,3,1,0,0,1,26.595000000000002,0.2388888888888889
5440-VHLUL,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,No,61-72,105.515,0.3149999999999977,6,1,1,1,0,53.660000000000004,0.8333333333333333
5781-BKHOP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,No,61-72,100.46643835616439,-0.1835616438356169,6,1,1,2,0,53.395,1.0
4283-FUTGF,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,Yes,13-24,73.5875,-6.262499999999989,3,1,0,0,3,30.255,0.10555555555555557
5213-TWWJU,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,No,25-48,90.55689655172414,-0.44310344827586334,4,1,1,0,3,36.5,0.15555555555555556
1569-TTNYJ,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1,Yes,0-12,68.68333333333334,-10.066666666666663,3,1,0,0,3,25.725,0.02777777777777778
8628-MFKAX,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,No,61-72,113.38424657534246,-3.365753424657541,8,1,1,2,0,58.625,1.0
2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes,0-12,64.82777777777778,-15.62222222222222,2,0,1,0,0,26.935,0.34444444444444444
7629-WIXZF,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,No,0-12,46.15625,-12.943750000000001,3,1,1,1,3,20.630000000000003,0.18888888888888888
5445-GLVOT,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No,13-24,45.61086956521739,-4.189130434782605,2,1,0,0,3,21.939999999999998,0.12222222222222223
3976-HXHCE,Male,0,No,No,72,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Bank transfer (automatic),19.3,1414.8,No,61-72,19.38082191780822,0.08082191780821901,1,0,0,2,0,27.989999999999995,1.0
2466-NEJOJ,Male,0,Yes,Yes,8,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Credit card (automatic),19.65,169.75,No,0-12,18.86111111111111,-0.7888888888888879,1,0,0,0,0,8.495,0.34444444444444444
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No,49-60,82.15943396226415,0.75943396226414,7,1,1,1,0,41.620000000000005,0.7388888888888889
5472-CVMDX,Female,0,No,No,68,No,No_phone_service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,No,61-72,39.40869565217391,0.5086956521739125,3,1,0,2,1,33.07,0.8777777777777778
6461-SZMCV,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,No,61-72,88.4076388888889,0.45763888888889426,8,1,1,2,0,49.685,0.9944444444444445
8150-QUDFX,Male,0,No,No,2,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,19.85,51.6,No,0-12,17.2,-2.650000000000002,1,0,0,0,1,6.755,0.2111111111111111
9508-ILZDG,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No,25-48,91.15,-5.199999999999989,5,1,1,0,3,40.105,0.18888888888888888
2346-DJQTB,Female,0,No,No,35,No,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,No,25-48,22.569444444444443,-1.5805555555555557,0,0,0,0,3,17.744999999999997,0.19444444444444445
1697-LYYYX,Female,0,Yes,Yes,61,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Credit card (automatic),19.1,1143.8,No,61-72,18.448387096774194,-0.6516129032258071,1,0,0,1,0,24.43,0.788888888888889
1942-OQFRW,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,0-12,22.0,-22.0,1,0,0,0,3,13.7,0.005555555555555556
4749-VFKVB,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,50.1,Yes,0-12,25.05,-25.05,2,0,0,0,1,15.73,0.20555555555555557
9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,No,49-60,61.05555555555556,0.4555555555555557,3,1,1,1,0,34.88,0.7444444444444445
4231-LZUYM,Female,0,Yes,No,72,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Bank transfer (automatic),25.65,1887.0,No,61-72,25.84931506849315,0.19931506849315284,2,0,0,2,0,30.094999999999995,1.0
7598-UAASY,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,Yes,0-12,50.6,-25.800000000000004,2,1,0,0,3,23.92,0.011111111111111112
7938-OUHIO,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,Yes,0-12,73.4125,-25.28750000000001,5,1,1,0,3,31.509999999999998,0.016666666666666666
8510-AWCXC,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,Yes,13-24,93.43571428571428,-7.364285714285714,5,1,1,0,3,35.14,0.07222222222222223
6128-AQBMT,Male,1,Yes,No,41,No,No_phone_service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No,25-48,52.74761904761905,-1.202380952380956,4,1,1,0,3,29.285,0.22777777777777777
3594-BDSOA,Female,0,Yes,No,24,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Credit card (automatic),20.4,482.8,No,13-24,19.312,-1.0879999999999974,1,0,0,1,0,13.719999999999997,0.5833333333333333
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes,25-48,89.61896551724138,-0.4810344827586164,3,0,1,1,0,36.230000000000004,0.6055555555555556
5133-VRSAB,Male,0,No,No,8,No,No_phone_service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,No,0-12,24.049999999999997,-5.300000000000004,1,1,0,0,1,11.405,0.24444444444444446
5996-DAOQL,Male,0,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed check,20.45,20.45,No,0-12,10.225,-10.225,1,0,0,0,1,6.635,0.20555555555555557
6838-YAUVY,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,5064.85,No,49-60,92.08818181818182,-3.011818181818171,5,1,1,2,0,46.129999999999995,0.9000000000000001
0484-JPBRU,Male,0,No,No,41,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,No,25-48,23.725,-1.5249999999999986,2,0,0,0,0,20.275,0.5277777777777778
7883-ROJOC,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,No,13-24,41.9825,-2.917499999999997,1,0,0,0,1,19.369999999999997,0.3055555555555556
0244-LGNFY,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,No,61-72,92.23287671232876,-0.4171232876712452,8,1,1,2,0,51.394999999999996,1.0
7274-CGTOD,Male,0,No,No,62,No,No_phone_service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No,61-72,41.560317460317464,-2.139682539682539,4,1,0,2,0,32.91,0.9444444444444444
